date,symbol,name,industry,score,signal,pattern,price
2003-02-28,000072,股票000072,医药,89.05036678134431,强烈买入,杯柄形态,142.6
2003-02-28,000356,股票000356,金融,88.80475309260734,强烈买入,多头排列,98.94
2003-02-28,000058,股票000058,科技,88.75273494818708,强烈买入,趋势上升,73.14
2003-02-28,000387,股票000387,金融,88.52245893474527,强烈买入,双底形态,127.9
2003-02-28,000146,股票000146,金融,88.49262462596757,强烈买入,震荡整理,44.73
2003-02-28,000457,股票000457,金融,88.33826847444311,强烈买入,双底形态,19.04
2003-02-28,000257,股票000257,科技,88.28178352593991,强烈买入,上升三角形,49.2
2003-02-28,000376,股票000376,消费,88.275182379569,强烈买入,趋势上升,108.7
2003-02-28,000340,股票000340,金融,87.89921679188035,强烈买入,多头排列,59.79
2003-03-31,000099,股票000099,医药,89.91252636208804,强烈买入,双底形态,97.21
2003-03-31,000439,股票000439,金融,89.66542674929545,强烈买入,双底形态,30.34
2003-03-31,000479,股票000479,金融,89.6513571746355,强烈买入,双底形态,93.97
2003-03-31,000303,股票000303,医药,89.60543321436641,强烈买入,上升三角形,73.34
2003-03-31,000330,股票000330,医药,89.59721490901023,强烈买入,趋势上升,120.22
2003-03-31,000207,股票000207,金融,89.41934828288163,强烈买入,多头排列,88.58
2003-03-31,000364,股票000364,医药,89.32519882108545,强烈买入,杯柄形态,54.74
2003-03-31,000395,股票000395,金融,89.32148317931203,强烈买入,震荡整理,105.73
2003-03-31,000127,股票000127,金融,89.31825869558264,强烈买入,趋势上升,43.56
2003-03-31,000496,股票000496,医药,89.27472835094247,强烈买入,双底形态,62.69
2003-03-31,000089,股票000089,消费,89.22798052838925,强烈买入,多头排列,124.9
2003-03-31,000490,股票000490,金融,89.07894337877929,强烈买入,上升三角形,144.1
2003-03-31,000023,股票000023,消费,88.95763064270825,强烈买入,趋势上升,38.23
2003-03-31,000050,股票000050,制造,88.80475309260734,强烈买入,多头排列,114.86
2003-03-31,000196,股票000196,消费,88.6777904850613,强烈买入,多头排列,91.7
2003-03-31,000458,股票000458,医药,88.58808343214426,强烈买入,趋势上升,76.72
2003-03-31,000462,股票000462,科技,88.36106159789307,强烈买入,趋势上升,117.9
2003-03-31,000135,股票000135,医药,88.17953821512884,强烈买入,双底形态,134.88
2003-03-31,000409,股票000409,医药,88.09332378786067,强烈买入,多头排列,75.46
2003-03-31,000134,股票000134,制造,87.9153810289985,强烈买入,上升三角形,106.42
2003-04-30,000317,股票000317,金融,98.86680548226644,强烈买入,双底形态,68.88
2003-04-30,000328,股票000328,消费,96.26320029223768,强烈买入,趋势上升,19.42
2003-04-30,000471,股票000471,金融,95.70606734934236,强烈买入,杯柄形态,13.83
2003-04-30,000381,股票000381,医药,94.83234558126956,强烈买入,多头排列,149.05
2003-04-30,000400,股票000400,科技,94.52922785623647,强烈买入,上升三角形,111.85
2003-04-30,000149,股票000149,制造,94.3469673028395,强烈买入,上升三角形,15.09
2003-04-30,000434,股票000434,科技,94.2222090477633,强烈买入,震荡整理,99.84
2003-04-30,000130,股票000130,制造,94.14183206344636,强烈买入,多头排列,35.6
2003-04-30,000071,股票000071,制造,94.0643294239005,强烈买入,多头排列,106.82
2003-04-30,000263,股票000263,金融,93.95731127715244,强烈买入,多头排列,54.93
2003-04-30,000080,股票000080,制造,93.90806177674133,强烈买入,多头排列,58.49
2003-04-30,000428,股票000428,医药,93.79428063580434,强烈买入,杯柄形态,74.11
2003-04-30,000052,股票000052,科技,93.59033172940262,强烈买入,多头排列,136.92
2003-04-30,000229,股票000229,金融,93.59033172940262,强烈买入,多头排列,76.84
2003-04-30,000497,股票000497,金融,93.59033172940262,强烈买入,多头排列,60.08
2003-04-30,000351,股票000351,制造,93.57883126704553,强烈买入,双底形态,102.76
2003-04-30,000106,股票000106,制造,93.43458245465638,强烈买入,震荡整理,149.37
2003-04-30,000056,股票000056,制造,93.35702453640107,强烈买入,杯柄形态,74.06
2003-04-30,000164,股票000164,医药,93.21167664515974,强烈买入,上升三角形,52.49
2003-04-30,000422,股票000422,科技,93.15551817203365,强烈买入,上升三角形,37.66
2003-05-30,000128,股票000128,消费,89.91252636208804,强烈买入,双底形态,79.26
2003-05-30,000421,股票000421,金融,89.89579407044667,强烈买入,杯柄形态,119.27
2003-05-30,000286,股票000286,金融,89.88364706688198,强烈买入,杯柄形态,96.56
2003-05-30,000199,股票000199,科技,89.79855310372443,强烈买入,多头排列,71.33
2003-05-30,000255,股票000255,制造,89.77483165508781,强烈买入,双底形态,72.19
2003-05-30,000239,股票000239,金融,89.50458012864428,强烈买入,双底形态,105.87
2003-05-30,000224,股票000224,制造,89.48269948422181,强烈买入,双底形态,109.7
2003-05-30,000393,股票000393,消费,89.21049510744672,强烈买入,杯柄形态,131.35
2003-05-30,000370,股票000370,消费,89.20734681336154,强烈买入,趋势上升,126.4
2003-05-30,000027,股票000027,医药,89.17654856095362,强烈买入,趋势上升,32.77
2003-05-30,000105,股票000105,科技,89.08258779994773,强烈买入,双底形态,81.23
2003-05-30,000209,股票000209,金融,88.78126891488571,强烈买入,多头排列,43.32
2003-05-30,000420,股票000420,医药,88.72066740556087,强烈买入,趋势上升,93.21
2003-05-30,000037,股票000037,制造,88.68567965452459,强烈买入,趋势上升,81.29
2003-05-30,000057,股票000057,消费,88.59812868961808,强烈买入,双底形态,130.23
2003-05-30,000229,股票000229,金融,88.5757088974958,强烈买入,趋势上升,74.21
2003-05-30,000156,股票000156,制造,88.44025483009608,强烈买入,多头排列,63.86
2003-05-30,000066,股票000066,金融,88.40559383822674,强烈买入,趋势上升,15.03
2003-05-30,000299,股票000299,金融,88.275182379569,强烈买入,趋势上升,88.43
2003-05-30,000218,股票000218,制造,88.27398962691329,强烈买入,多头排列,33.18
2003-06-30,000017,股票000017,消费,89.79980516084782,强烈买入,趋势上升,88.56
2003-06-30,000272,股票000272,科技,86.95748133168328,强烈买入,多头排列,42.59
2003-06-30,000093,股票000093,科技,86.75485406946201,强烈买入,杯柄形态,42.86
2003-06-30,000046,股票000046,消费,86.62667379808705,强烈买入,杯柄形态,26.94
2003-06-30,000184,股票000184,制造,85.3886716349836,强烈买入,上升三角形,59.26
2003-06-30,000230,股票000230,医药,84.68844778301305,强烈买入,趋势上升,70.27
2003-06-30,000263,股票000263,制造,84.45918383500504,强烈买入,趋势上升,55.22
2003-06-30,000011,股票000011,科技,84.44490029025621,强烈买入,震荡整理,24.48
2003-06-30,000362,股票000362,制造,84.0975503005196,强烈买入,多头排列,26.41
2003-06-30,000120,股票000120,金融,84.01192171347776,强烈买入,杯柄形态,83.32
2003-06-30,000101,股票000101,金融,83.98029111029174,强烈买入,上升三角形,52.85
2003-06-30,000023,股票000023,金融,83.8860208997437,强烈买入,多头排列,36.2
2003-06-30,000081,股票000081,金融,83.76218826277469,强烈买入,震荡整理,63.9
2003-06-30,000339,股票000339,医药,83.46808561002264,强烈买入,上升三角形,85.9
2003-06-30,000423,股票000423,制造,83.26033883251739,强烈买入,趋势上升,122.84
2003-06-30,000371,股票000371,医药,82.95641263593049,强烈买入,趋势上升,57.59
2003-06-30,000175,股票000175,消费,82.88756634766841,强烈买入,多头排列,54.13
2003-06-30,000290,股票000290,金融,82.8642161554766,强烈买入,双底形态,19.86
2003-06-30,000158,股票000158,制造,82.85692713567224,强烈买入,震荡整理,60.55
2003-06-30,000282,股票000282,医药,82.85199502765374,强烈买入,震荡整理,98.26
2003-07-31,000153,股票000153,制造,89.8917626834645,强烈买入,上升三角形,91.47
2003-07-31,000055,股票000055,制造,89.8291681673771,强烈买入,上升三角形,108.15
2003-07-31,000166,股票000166,制造,89.67197539100866,强烈买入,双底形态,65.01
2003-07-31,000112,股票000112,消费,89.62298968967592,强烈买入,趋势上升,37.54
2003-07-31,000201,股票000201,制造,89.59721490901023,强烈买入,趋势上升,121.69
2003-07-31,000075,股票000075,科技,89.47698555364238,强烈买入,多头排列,64.57
2003-07-31,000004,股票000004,消费,89.37378659288453,强烈买入,震荡整理,46.09
2003-07-31,000474,股票000474,金融,89.36176209885163,强烈买入,双底形态,25.22
2003-07-31,000039,股票000039,消费,89.23195769129039,强烈买入,多头排列,115.86
2003-07-31,000224,股票000224,科技,89.22798052838925,强烈买入,多头排列,94.73
2003-07-31,000118,股票000118,制造,89.20396874001898,强烈买入,趋势上升,41.39
2003-07-31,000302,股票000302,科技,89.10560457167041,强烈买入,趋势上升,46.52
2003-07-31,000177,股票000177,消费,89.1043402172902,强烈买入,上升三角形,97.33
2003-07-31,000196,股票000196,金融,88.78126891488571,强烈买入,多头排列,77.91
2003-07-31,000244,股票000244,科技,88.74901539480581,强烈买入,双底形态,46.82
2003-07-31,000164,股票000164,医药,88.64166916877294,强烈买入,震荡整理,47.03
2003-07-31,000101,股票000101,科技,88.58808343214426,强烈买入,趋势上升,50.83
2003-07-31,000242,股票000242,金融,88.4476307265613,强烈买入,双底形态,90.05
2003-07-31,000310,股票000310,金融,88.4151503680949,强烈买入,上升三角形,88.13
2003-07-31,000174,股票000174,医药,88.36555813624751,强烈买入,多头排列,55.14
2003-08-29,000484,股票000484,科技,89.79980516084782,强烈买入,趋势上升,45.52
2003-08-29,000443,股票000443,金融,89.1372221368151,强烈买入,多头排列,123.94
2003-08-29,000029,股票000029,金融,88.73271173813323,强烈买入,杯柄形态,96.42
2003-08-29,000440,股票000440,消费,87.94610440111947,强烈买入,双底形态,63.06
2003-08-29,000053,股票000053,消费,87.76717715390424,强烈买入,趋势上升,29.82
2003-08-29,000153,股票000153,制造,87.45869989590982,强烈买入,多头排列,87.57
2003-08-29,000428,股票000428,科技,87.3109062202825,强烈买入,杯柄形态,63.33
2003-08-29,000427,股票000427,金融,87.28545109358504,强烈买入,上升三角形,64.63
2003-08-29,000485,股票000485,消费,86.59724462808566,强烈买入,多头排列,28.06
2003-08-29,000369,股票000369,科技,86.59514461191243,强烈买入,多头排列,22.66
2003-08-29,000079,股票000079,制造,86.45711302678971,强烈买入,趋势上升,62.16
2003-08-29,000318,股票000318,消费,85.78844920780885,强烈买入,趋势上升,57.44
2003-08-29,000420,股票000420,制造,85.52544397605264,强烈买入,趋势上升,84.79
2003-08-29,000243,股票000243,医药,85.39422227144037,强烈买入,多头排列,88.82
2003-08-29,000092,股票000092,制造,85.30285519914528,强烈买入,杯柄形态,97.65
2003-08-29,000285,股票000285,科技,85.07204551670833,强烈买入,上升三角形,43.69
2003-08-29,000458,股票000458,消费,85.0435212860187,强烈买入,震荡整理,65.81
2003-08-29,000128,股票000128,消费,84.88219219230788,强烈买入,多头排列,70.45
2003-08-29,000446,股票000446,金融,84.62005921915544,强烈买入,双底形态,103.06
2003-08-29,000127,股票000127,科技,84.43901005019765,强烈买入,杯柄形态,37.17
2003-09-30,000131,股票000131,消费,89.99399517115386,强烈买入,双底形态,96.91
2003-09-30,000324,股票000324,消费,89.99399517115386,强烈买入,双底形态,24.23
2003-09-30,000269,股票000269,医药,89.8182718914579,强烈买入,上升三角形,126.68
2003-09-30,000383,股票000383,金融,89.42072784521058,强烈买入,趋势上升,30.46
2003-09-30,000108,股票000108,制造,89.37811621674959,强烈买入,双底形态,65.99
2003-09-30,000209,股票000209,金融,89.25107724938155,强烈买入,上升三角形,38.6
2003-09-30,000442,股票000442,金融,89.16385598770424,强烈买入,多头排列,41.97
2003-09-30,000200,股票000200,消费,89.12721721749327,强烈买入,趋势上升,112.69
2003-09-30,000051,股票000051,消费,89.1214663613706,强烈买入,趋势上升,31.99
2003-09-30,000008,股票000008,医药,88.78126891488571,强烈买入,多头排列,59.58
2003-09-30,000339,股票000339,制造,88.76894131999438,强烈买入,震荡整理,77.08
2003-09-30,000171,股票000171,医药,88.75273494818708,强烈买入,趋势上升,102.58
2003-09-30,000191,股票000191,制造,88.62835023315982,强烈买入,趋势上升,109.0
2003-09-30,000149,股票000149,制造,88.58808343214426,强烈买入,趋势上升,12.72
2003-09-30,000483,股票000483,制造,88.55820228331238,强烈买入,趋势上升,43.37
2003-09-30,000487,股票000487,制造,88.43708590740127,强烈买入,双底形态,89.85
2003-09-30,000421,股票000421,消费,88.41897700351531,强烈买入,上升三角形,100.28
2003-09-30,000212,股票000212,金融,88.35290916208542,强烈买入,上升三角形,65.71
2003-09-30,000278,股票000278,制造,88.05726530341622,强烈买入,趋势上升,54.76
2003-09-30,000485,股票000485,科技,87.79081068006931,强烈买入,双底形态,27.86
2003-10-31,000351,股票000351,医药,99.3855365831891,强烈买入,震荡整理,87.55
2003-10-31,000468,股票000468,制造,98.88179105643799,强烈买入,趋势上升,65.39
2003-10-31,000287,股票000287,医药,96.78609838488983,强烈买入,震荡整理,70.64
2003-10-31,000392,股票000392,科技,96.57877004153387,强烈买入,双底形态,63.5
2003-10-31,000344,股票000344,金融,96.57877004153387,强烈买入,双底形态,85.44
2003-10-31,000194,股票000194,医药,96.12687011399613,强烈买入,多头排列,121.69
2003-10-31,000309,股票000309,医药,95.85283718572342,强烈买入,趋势上升,93.73
2003-10-31,000057,股票000057,金融,95.82544715827406,强烈买入,上升三角形,115.32
2003-10-31,000459,股票000459,科技,95.55424431181308,强烈买入,多头排列,50.53
2003-10-31,000343,股票000343,科技,95.09171313306024,强烈买入,上升三角形,57.98
2003-10-31,000492,股票000492,消费,94.92187882585624,强烈买入,趋势上升,55.41
2003-10-31,000272,股票000272,科技,94.65132299843073,强烈买入,多头排列,40.54
2003-10-31,000230,股票000230,科技,94.47379885343443,强烈买入,趋势上升,67.41
2003-10-31,000250,股票000250,制造,94.46599617086686,强烈买入,上升三角形,28.86
2003-10-31,000164,股票000164,科技,94.25178749321417,强烈买入,震荡整理,46.56
2003-10-31,000093,股票000093,制造,93.82980736240326,强烈买入,双底形态,40.22
2003-10-31,000177,股票000177,金融,93.73906308877878,强烈买入,多头排列,96.85
2003-10-31,000395,股票000395,医药,93.6802270845525,强烈买入,多头排列,90.08
2003-10-31,000209,股票000209,科技,93.62079539413666,强烈买入,杯柄形态,39.57
2003-10-31,000096,股票000096,消费,93.45682728671768,强烈买入,杯柄形态,112.83
2003-11-28,000063,股票000063,科技,98.71099045529985,强烈买入,震荡整理,27.91
2003-11-28,000134,股票000134,医药,97.59892649029428,强烈买入,双底形态,95.85
2003-11-28,000104,股票000104,科技,97.39176744140515,强烈买入,趋势上升,62.43
2003-11-28,000259,股票000259,消费,97.23261216011488,强烈买入,趋势上升,41.44
2003-11-28,000230,股票000230,金融,97.04510484126027,强烈买入,上升三角形,70.72
2003-11-28,000182,股票000182,消费,96.5343278578222,强烈买入,上升三角形,93.01
2003-11-28,000448,股票000448,科技,96.113406138184,强烈买入,双底形态,22.77
2003-11-28,000022,股票000022,医药,95.57942998071468,强烈买入,多头排列,126.63
2003-11-28,000335,股票000335,科技,95.23343466073969,强烈买入,趋势上升,75.06
2003-11-28,000101,股票000101,医药,94.91917448318982,强烈买入,震荡整理,51.93
2003-11-28,000113,股票000113,消费,94.72396801878091,强烈买入,上升三角形,36.75
2003-11-28,000196,股票000196,科技,94.44509890618629,强烈买入,双底形态,80.03
2003-11-28,000329,股票000329,医药,94.32607620227417,强烈买入,多头排列,33.04
2003-11-28,000033,股票000033,科技,94.25178749321417,强烈买入,震荡整理,55.93
2003-11-28,000119,股票000119,消费,94.21403148247946,强烈买入,震荡整理,85.78
2003-11-28,000222,股票000222,制造,94.18488543122544,强烈买入,多头排列,28.82
2003-11-28,000154,股票000154,科技,93.93373802471146,强烈买入,双底形态,126.62
2003-11-28,000085,股票000085,科技,93.80143279467528,强烈买入,杯柄形态,20.22
2003-11-28,000326,股票000326,科技,93.36597246215685,强烈买入,双底形态,28.84
2003-11-28,000428,股票000428,制造,93.29392816566782,强烈买入,双底形态,66.06
2003-12-31,000331,股票000331,消费,89.48269948422181,强烈买入,双底形态,95.72
2003-12-31,000460,股票000460,制造,89.47698555364238,强烈买入,多头排列,99.86
2003-12-31,000301,股票000301,金融,89.46116744906695,强烈买入,上升三角形,113.63
2003-12-31,000409,股票000409,科技,89.12721721749327,强烈买入,趋势上升,69.47
2003-12-31,000083,股票000083,医药,88.98959712829978,强烈买入,多头排列,85.2
2003-12-31,000174,股票000174,医药,88.8895529033378,强烈买入,多头排列,58.47
2003-12-31,000362,股票000362,制造,88.88538392875614,强烈买入,多头排列,27.02
2003-12-31,000034,股票000034,制造,88.79945747049044,强烈买入,多头排列,130.79
2003-12-31,000219,股票000219,金融,88.78652286314718,强烈买入,双底形态,83.47
2003-12-31,000380,股票000380,医药,88.62835023315982,强烈买入,趋势上升,80.71
2003-12-31,000326,股票000326,消费,88.50466101752428,强烈买入,上升三角形,31.39
2003-12-31,000420,股票000420,消费,88.43708590740127,强烈买入,双底形态,94.72
2003-12-31,000265,股票000265,科技,88.33401355620742,强烈买入,双底形态,64.28
2003-12-31,000290,股票000290,科技,88.08939066534661,强烈买入,上升三角形,21.3
2003-12-31,000168,股票000168,医药,87.88477152666081,强烈买入,多头排列,52.29
2003-12-31,000151,股票000151,医药,87.7766853253552,强烈买入,双底形态,138.41
2003-12-31,000345,股票000345,金融,87.67480649362076,强烈买入,双底形态,31.14
2003-12-31,000344,股票000344,制造,87.63426330943221,强烈买入,趋势上升,99.14
2003-12-31,000457,股票000457,科技,87.53567266323013,强烈买入,趋势上升,19.43
2003-12-31,000390,股票000390,消费,87.43490546039696,强烈买入,杯柄形态,56.71
2004-01-30,000037,股票000037,制造,97.39176744140515,强烈买入,趋势上升,85.68
2004-01-30,000061,股票000061,科技,95.89889909742475,强烈买入,上升三角形,62.91
2004-01-30,000352,股票000352,科技,95.57942998071468,强烈买入,多头排列,134.96
2004-01-30,000309,股票000309,制造,95.09171313306024,强烈买入,上升三角形,109.04
2004-01-30,000347,股票000347,制造,94.93262407480823,强烈买入,多头排列,129.35
2004-01-30,000192,股票000192,医药,94.57351343665306,强烈买入,双底形态,45.71
2004-01-30,000066,股票000066,金融,94.47888609398493,强烈买入,杯柄形态,15.46
2004-01-30,000249,股票000249,医药,94.27513324560059,强烈买入,趋势上升,135.28
2004-01-30,000283,股票000283,制造,94.25178749321417,强烈买入,震荡整理,73.82
2004-01-30,000147,股票000147,金融,94.25178749321417,强烈买入,震荡整理,111.43
2004-01-30,000441,股票000441,医药,93.76133504962887,强烈买入,多头排列,81.72
2004-01-30,000187,股票000187,医药,93.70891805266879,强烈买入,双底形态,16.75
2004-01-30,000125,股票000125,金融,93.5835487100245,强烈买入,多头排列,105.22
2004-01-30,000206,股票000206,制造,93.35764588355977,强烈买入,杯柄形态,123.87
2004-01-30,000472,股票000472,科技,92.67363707767333,强烈买入,多头排列,80.51
2004-01-30,000322,股票000322,制造,92.6083255231642,强烈买入,多头排列,129.29
2004-01-30,000450,股票000450,科技,92.58264301394128,强烈买入,双底形态,104.09
2004-01-30,000315,股票000315,医药,92.03536188709042,强烈买入,震荡整理,98.06
2004-01-30,000190,股票000190,科技,91.94863429388165,强烈买入,震荡整理,43.6
2004-01-30,000258,股票000258,制造,91.8531442913098,强烈买入,双底形态,96.37
2004-02-27,000047,股票000047,金融,89.65573111235662,强烈买入,杯柄形态,114.63
2004-02-27,000387,股票000387,消费,89.5691678973008,强烈买入,趋势上升,133.48
2004-02-27,000215,股票000215,制造,89.54465371750683,强烈买入,多头排列,123.48
2004-02-27,000169,股票000169,科技,89.36274220813615,强烈买入,上升三角形,132.96
2004-02-27,000314,股票000314,医药,89.36176209885163,强烈买入,双底形态,63.78
2004-02-27,000225,股票000225,消费,89.13669186668547,强烈买入,杯柄形态,134.75
2004-02-27,000404,股票000404,金融,89.10560457167041,强烈买入,趋势上升,98.27
2004-02-27,000289,股票000289,金融,88.90708014641908,强烈买入,趋势上升,94.72
2004-02-27,000326,股票000326,消费,88.6777904850613,强烈买入,多头排列,33.83
2004-02-27,000295,股票000295,消费,88.61377177675163,强烈买入,上升三角形,80.92
2004-02-27,000181,股票000181,制造,88.48534588120506,强烈买入,多头排列,128.5
2004-02-27,000202,股票000202,金融,88.44567093343434,强烈买入,趋势上升,82.97
2004-02-27,000438,股票000438,医药,88.19063668017718,强烈买入,杯柄形态,132.59
2004-02-27,000474,股票000474,金融,88.1209293816031,强烈买入,双底形态,30.71
2004-02-27,000279,股票000279,科技,88.10022956194959,强烈买入,双底形态,40.84
2004-02-27,000356,股票000356,消费,87.91163918135828,强烈买入,趋势上升,110.21
2004-02-27,000274,股票000274,制造,87.71266047307013,强烈买入,双底形态,104.43
2004-02-27,000203,股票000203,制造,87.43490546039696,强烈买入,杯柄形态,83.73
2004-02-27,000463,股票000463,科技,87.19600142614075,强烈买入,双底形态,75.57
2004-02-27,000074,股票000074,制造,87.18779598845069,强烈买入,趋势上升,142.11
2004-03-31,000356,股票000356,金融,89.97575742919355,强烈买入,多头排列,102.41
2004-03-31,000385,股票000385,医药,89.97318778435492,强烈买入,多头排列,37.29
2004-03-31,000020,股票000020,金融,89.86503914533793,强烈买入,杯柄形态,30.07
2004-03-31,000302,股票000302,制造,89.78734350534582,强烈买入,杯柄形态,57.5
2004-03-31,000062,股票000062,科技,89.61438395360781,强烈买入,上升三角形,55.76
2004-03-31,000281,股票000281,金融,89.46116744906695,强烈买入,上升三角形,70.65
2004-03-31,000219,股票000219,制造,89.46116744906695,强烈买入,上升三角形,89.39
2004-03-31,000176,股票000176,制造,89.43323048305811,强烈买入,多头排列,138.04
2004-03-31,000238,股票000238,科技,89.17654856095362,强烈买入,趋势上升,102.32
2004-03-31,000429,股票000429,消费,88.93713639189991,强烈买入,杯柄形态,77.89
2004-03-31,000262,股票000262,医药,88.80475309260734,强烈买入,多头排列,23.84
2004-03-31,000266,股票000266,金融,88.65431761122409,强烈买入,双底形态,130.7
2004-03-31,000244,股票000244,制造,88.41897700351531,强烈买入,上升三角形,55.19
2004-03-31,000183,股票000183,金融,88.39206501600587,强烈买入,震荡整理,92.35
2004-03-31,000002,股票000002,金融,88.28178352593991,强烈买入,上升三角形,147.05
2004-03-31,000437,股票000437,医药,88.04734891509624,强烈买入,多头排列,38.88
2004-03-31,000297,股票000297,医药,88.01795639632087,强烈买入,双底形态,124.76
2004-03-31,000131,股票000131,制造,88.01795639632087,强烈买入,双底形态,121.86
2004-03-31,000307,股票000307,医药,87.89397388324869,强烈买入,多头排列,155.96
2004-03-31,000214,股票000214,制造,87.67480649362076,强烈买入,双底形态,76.78
2004-04-30,000279,股票000279,金融,99.3855365831891,强烈买入,震荡整理,41.2
2004-04-30,000425,股票000425,制造,99.01625252142102,强烈买入,杯柄形态,153.66
2004-04-30,000018,股票000018,金融,98.67550651393309,强烈买入,双底形态,111.2
2004-04-30,000333,股票000333,科技,98.35701990146573,强烈买入,趋势上升,95.54
2004-04-30,000113,股票000113,科技,98.30753403500236,强烈买入,双底形态,42.9
2004-04-30,000414,股票000414,医药,97.23261216011488,强烈买入,趋势上升,48.84
2004-04-30,000352,股票000352,科技,96.53483638611905,强烈买入,上升三角形,140.4
2004-04-30,000228,股票000228,制造,95.34698924209255,强烈买入,多头排列,110.87
2004-04-30,000051,股票000051,消费,95.12194933219936,强烈买入,趋势上升,40.73
2004-04-30,000166,股票000166,消费,94.79780926662065,强烈买入,震荡整理,79.69
2004-04-30,000435,股票000435,消费,94.62494691706392,强烈买入,多头排列,156.34
2004-04-30,000477,股票000477,消费,94.5236033411235,强烈买入,双底形态,110.16
2004-04-30,000382,股票000382,金融,94.18662763948825,强烈买入,上升三角形,99.98
2004-04-30,000196,股票000196,金融,94.16623821811648,强烈买入,上升三角形,97.52
2004-04-30,000335,股票000335,科技,93.95731127715244,强烈买入,多头排列,86.16
2004-04-30,000034,股票000034,金融,93.90806177674133,强烈买入,多头排列,150.92
2004-04-30,000104,股票000104,科技,93.89892320341492,强烈买入,上升三角形,70.26
2004-04-30,000434,股票000434,消费,93.35764588355977,强烈买入,杯柄形态,106.3
2004-04-30,000278,股票000278,金融,93.33877100964573,强烈买入,多头排列,68.32
2004-04-30,000056,股票000056,金融,93.20576885239242,强烈买入,多头排列,80.31
2004-05-31,000028,股票000028,金融,89.90660670618668,强烈买入,趋势上升,137.16
2004-05-31,000491,股票000491,消费,89.8917626834645,强烈买入,上升三角形,84.39
2004-05-31,000415,股票000415,消费,89.87367514343725,强烈买入,上升三角形,137.76
2004-05-31,000299,股票000299,制造,89.84048220367276,强烈买入,上升三角形,94.6
2004-05-31,000234,股票000234,金融,89.61414717211406,强烈买入,双底形态,17.47
2004-05-31,000498,股票000498,消费,89.41905156143797,强烈买入,杯柄形态,24.81
2004-05-31,000458,股票000458,科技,89.3840098824907,强烈买入,多头排列,80.74
2004-05-31,000401,股票000401,消费,89.15526543934936,强烈买入,杯柄形态,19.11
2004-05-31,000092,股票000092,金融,89.15526543934936,强烈买入,杯柄形态,113.32
2004-05-31,000284,股票000284,医药,89.13843202796197,强烈买入,杯柄形态,46.21
2004-05-31,000419,股票000419,消费,88.98959712829978,强烈买入,多头排列,88.91
2004-05-31,000246,股票000246,科技,88.82637568682831,强烈买入,上升三角形,78.17
2004-05-31,000007,股票000007,消费,88.79916178713594,强烈买入,双底形态,135.92
2004-05-31,000355,股票000355,医药,88.58484656081907,强烈买入,趋势上升,114.88
2004-05-31,000132,股票000132,金融,88.55820228331238,强烈买入,趋势上升,132.42
2004-05-31,000363,股票000363,金融,88.5338154631375,强烈买入,趋势上升,22.61
2004-05-31,000396,股票000396,制造,88.11852714289259,强烈买入,上升三角形,79.82
2004-05-31,000181,股票000181,消费,88.05740197597217,强烈买入,多头排列,124.12
2004-05-31,000113,股票000113,科技,87.95307713957439,强烈买入,双底形态,41.0
2004-05-31,000039,股票000039,消费,87.94118703486626,强烈买入,双底形态,133.57
2004-06-30,000336,股票000336,制造,89.32532739697939,强烈买入,上升三角形,53.41
2004-06-30,000297,股票000297,科技,88.50886577483851,强烈买入,趋势上升,116.7
2004-06-30,000311,股票000311,消费,88.07910100939282,强烈买入,多头排列,55.93
2004-06-30,000368,股票000368,金融,87.55119777770884,强烈买入,双底形态,15.1
2004-06-30,000094,股票000094,科技,87.16890361178929,强烈买入,多头排列,31.99
2004-06-30,000167,股票000167,金融,86.46460595752002,强烈买入,震荡整理,120.09
2004-06-30,000048,股票000048,金融,86.22109759618264,强烈买入,双底形态,16.77
2004-06-30,000423,股票000423,金融,86.01332124386981,强烈买入,多头排列,130.49
2004-06-30,000301,股票000301,科技,85.82873885508566,强烈买入,趋势上升,116.1
2004-06-30,000163,股票000163,制造,85.51492468659055,强烈买入,双底形态,101.55
2004-06-30,000379,股票000379,金融,85.42699103542871,强烈买入,多头排列,35.56
2004-06-30,000303,股票000303,医药,85.32508995350881,强烈买入,多头排列,71.9
2004-06-30,000151,股票000151,医药,84.94817282269788,强烈买入,多头排列,145.56
2004-06-30,000008,股票000008,消费,84.48911295880093,强烈买入,杯柄形态,71.66
2004-06-30,000022,股票000022,制造,84.43901005019765,强烈买入,杯柄形态,140.64
2004-06-30,000219,股票000219,金融,84.37645027136952,强烈买入,趋势上升,84.01
2004-06-30,000132,股票000132,制造,84.31053144433443,强烈买入,上升三角形,122.77
2004-06-30,000050,股票000050,医药,84.03479662409494,强烈买入,震荡整理,111.09
2004-06-30,000401,股票000401,科技,84.03479662409494,强烈买入,震荡整理,18.97
2004-06-30,000384,股票000384,消费,84.01192171347776,强烈买入,杯柄形态,133.97
2004-07-30,000343,股票000343,科技,89.65573111235662,强烈买入,杯柄形态,63.18
2004-07-30,000151,股票000151,消费,89.53353881176666,强烈买入,上升三角形,137.72
2004-07-30,000376,股票000376,制造,89.48269948422181,强烈买入,双底形态,107.74
2004-07-30,000020,股票000020,消费,89.47698555364238,强烈买入,多头排列,25.88
2004-07-30,000491,股票000491,制造,89.37420131819499,强烈买入,杯柄形态,76.05
2004-07-30,000323,股票000323,消费,89.17239629503715,强烈买入,双底形态,65.96
